ER-011	Execute successive temporal and spatial refinements under the frozen error criteria and conserve remapped integrated quantities.	Retain a failed finer run and an ordering reversal; neither may be hidden to assert convergence.
ER-012	Inspect timestamped development/holdout identities, split rationale, frozen evaluator and confirmation attempts.	A holdout consulted during tuning must be reclassified as development evidence before the next claim.
ER-013	For each admitted drainage/network adapter, reproduce its exact official reference and verify units, boundaries, storage and failure propagation.	Missing adoption approval, unsupported datum conversion or concealed engine nonconvergence blocks acceptance.
ER-014	Review the selected restoration or cooling case's exact equations, provenance, supported scale and separately qualified interpretation.	A synthetic coefficient or temperature result cannot stand in for observed ecological or health benefit.
ER-015	Trace the delivered climate scenario metadata and lifecycle functional unit through transforms, inventories and result claims.	Unknown scenario probabilities, missing burdens or substituted calendars must remain visible and constrain the claim.
ER-016	Inspect each delivered hypothesis for source evidence, admitted parameter bounds, measurable outcome and an explicit adverse/failure condition.	A generated hypothesis that edits protected scoring or accesses holdouts must be denied and retained as rejected.
ER-017	Run fixed, random and admitted agent search using matched predeclared resource budgets; retain seeds, all proposals, costs and invalid attempts.	A crashed proposal still consumes budget; one favorable unreplicated run cannot establish superiority.
ER-018	Retest frozen shortlisted strategies on every reserved condition with unchanged evaluator and admitted downstream burdens.	A failed condition, displaced pollution or unstable ranking must narrow or defeat the robust-tradeoff claim.
ER-019	Using the delivered local comparison view, navigate two runs, inspect units/uncertainty/custody and export then reopen their comparison.	A mismatched quantity or inaccessible error recovery fails; human assistive checks must be observed, never simulated as human evidence.
ER-020	Use an approved bounded worker fixture to exercise quotas, cancellation, retries, ownership recovery and retained outputs.	Two workers attempting the same active bundle must not produce duplicate activation or overwrite retained evidence.
ER-021	Obtain the delivered portable study independently, verify its manifest, change an admitted input and reproduce/reopen original and changed evidence.	A source mismatch, corrupt manifest or unavailable private input must fail clearly rather than silently use a developer checkout.
ER-022	Run the independently prepared second-catchment package and reconcile discrepancies by source identity, support, assumptions and numerical tolerance.	Unexplained transfer failure or missing lawful inputs remains a failed replication, not a discarded case.
ER-023	Collect separately scoped accounting, environmental interpretation and actual-user workflow reviews with versioned materials and real reviewer roles.	Missing participant, qualification or objection disposition remains incomplete regardless of agent tests or owner approval.
ER-024	Inspect the exact candidate archive, licenses, known failures, support policy and destination-specific release authorization; verify actual public access after publication.	An unapproved artifact, missing notices or draft/private URL cannot pass release acceptance.
ER-B01-01	Validate scenarios/box-001.json and inspect all reports for wholly_synthetic and A0_KNOWN_ANSWER labels plus the exact dry/storm order.	Relabel a copied fixture as observed or change its study identity; validation must reject it.
ER-B01-02	Run test_study.py and separately submit incompatible volume units, Boolean values, infinity, NaN and an unknown root field.	Every malformed copy must raise InvalidStudy with the offending field path; the unchanged fixture must still validate.
ER-B01-03	Validate equal inflow/outflow and fixed volume in each segment; compare retained water stock against this declared model.	Set storm outflow unequal to inflow in a copied study; validation must fail before the run is activated.
ER-B01-04	Compare the retained baseline, source-reduction and outlet-capture arms under identical forcing and default 0.5 controls.	Any capture change to reservoir trajectory or prevention recorded as capture is a failure.
ER-B01-05	Read decision 0002 and POLICY before inspecting trajectories; confirm actual grids and arithmetic/refinement gates use the frozen values.	A tolerance selected after observing the result or an unrecorded numerical-policy change fails provenance review.
ER-B01-06	Trace the exact fixture and original code to SOURCES.md, NOTICE and LICENSE; verify no external solver/data asset is bundled.	An included third-party asset lacking its own rights record blocks packaging.
ER-B01-07	Run the CLI with --source-factor 0.25 into a fresh directory; verify a changed study identity and retained parent identity.	A changed input with unchanged study identity or an invented parent for an externally edited file fails.
ER-B01-08	Inspect the model card, experiment contract and report for omitted settling, reaction, spatial pathways and excluded benefit classes.	A disposal, lifecycle, ecological or health benefit assertion from BOX-001 fails the exclusion contract.
ER-B02-01	Compare independent piecewise closed-form outputs with hand calculations for equilibrium, decay and dry-to-storm transfer.	A shared numerical stepping implementation offered as the independent analytic reference fails independence.
ER-B02-02	Run the three Euler refinement levels and reconstruct every interval's source, stock change, escape and capture.	A conservative but incorrect source/outlet flux must be caught independently of total-mass closure.
ER-B02-03	Run the admitted stationary, nonzero-initial-stock and zero-duration-segment hand controls in test_numerics.py.	A hand control that requires a human observation cannot be labeled human-reviewed from these automated results.
ER-B02-04	Locate the dry/storm boundary in every refinement and verify exact final boundary time and forcing change.	A step crossing the forcing boundary or a positive duration disappearing at binary64 precision fails.
ER-B02-05	Read actual n, 2n and 4n trajectory errors and compare them with the predeclared nondegenerate refinement criterion.	An exactly stationary case must not fabricate an observed convergence order.
ER-B02-06	Submit an excessive step-budget study and a nonadvancing tiny-duration grid using the existing invalid-input tests.	Both must reject before calculation; silently clipping a timestep or overriding the budget fails.
ER-B02-07	Run the source negative control and inspect the independently reconstructed source-flux rejection.	Changing source and outlet consistently to retain mass closure must still fail the physics check.
ER-B02-08	Run --source-factor 0.25 and --capture-fraction 0.75 in separate fresh attempts and compare supported metrics with baseline.	Unchanged affected trajectories, altered unaffected arms or lost input provenance fails responsiveness.
ER-B03-01	Independently sum initial mass, source, final stock, escaped and captured mass for every arm and refinement.	Corrupt one interval mass term in a copy; acceptance must fail even if the run status says succeeded.
ER-B03-02	Reconstruct fixed-volume water balances from retained inflows, outflows and durations for dry and storm segments.	A hidden water imbalance or pollutant term used as water flux fails dimensional accounting.
ER-B03-03	Verify source reduction changes source input and outlet capture partitions the same outflow without changing reservoir dynamics.	Summing prevented input into captured custody or reducing reservoir stock a second time fails.
ER-B03-04	Trace each integrated capture through linked capture-to-storage and storage-to-destination_unknown events with IDs and quantities.	A missing origin, destination or matching transfer ID must invalidate the captured arm.
ER-B03-05	Reconcile captured throughput, zero terminal stored stock and terminal unknown-destination stock without adding them as separate credits.	Duplicate a transfer or count storage throughput as extra removal; the evaluator must reject it.
ER-B03-06	Run the custody negative control and inspect the missing-terminal-transfer rejection.	An otherwise balanced captured arm with absent terminal custody may not pass.
ER-B03-07	Run the disposal negative control and inspect NOT_EVALUATED for all four benefit classes, including zero capture.	Invented disposal completion or health benefit must be rejected rather than displayed as valid.
ER-B03-08	Recompute cumulative ledgers from every retained interval and compare with reported arm totals.	Dropping, duplicating or reordering a step must invalidate the result or its identity checks.
ER-B04-01	Observe a rejected evaluator attempt retaining study/raw evidence without complete.json and preserving prior complete bundles.	A failed attempt appearing in the valid comparison or gaining an activation marker fails.
ER-B04-02	Read aligned finest-grid and analytic comparison columns with explicit kg units and common paired inputs.	A metric from a different grid or unsupported benefit class must not appear as directly comparable.
ER-B04-03	Compare default and admitted changed-control results and read numerical-error/refinement limitations before interpreting order.	A ranking promoted despite admitted numerical reversal or an unassessed metric fails.
ER-B04-04	Execute all four negative controls and inspect their actual independent rejection reasons and retained JSON.	A valid-success bundle or benefit conclusion for corrupted evidence fails the falsifier.
ER-B04-05	Inspect study/runtime hashes, source digest, attempt identity and CLI parent provenance in retained raw records.	Tampered provenance or reusing an existing output directory must fail without overwriting it.
ER-B04-06	Recompute report quantities from retained JSON and compare every finest-grid CSV row, forcing and time with raw steps.	Truncated CSV, changed units or values regenerated from a different study fails export fidelity.
ER-B04-07	Open the offline report at desktop and 320-pixel width, use keyboard focus/table scrolling, and inspect headers, labels and escaped metadata.	A remote request, script dependency, unreadable warning or injected markup fails the bounded report contract.
ER-B04-08	Read the reported analytic-versus-numerical distinction, unknown custody and all NOT_EVALUATED warnings.	Simulation agreement labeled environmental efficacy or unknown fate labeled safe disposal fails interpretation review.
ER-B05-01	Run the bundle tests that kill execution before calculation and before activation; check old completed evidence remains inspectable.	An incomplete attempt activating or replacing a previous bundle fails; record actual SIGKILL execution versus skips.
ER-B05-02	Inspect a completed bundle offline while tests prohibit calling the numerical kernel; verify checksums and recomputed evaluation.	A corrupted file, missing marker or kernel execution during inspect fails reopen acceptance.
ER-B05-03	Reproduce a retained bundle into a fresh directory and compare exact study, runs and evaluation under the matching runtime digest.	A runtime mismatch or overwriting the original must reject rather than claim a reproduction.
ER-B05-04	Download the exact public source, verify SHA256SUMS, extract fresh and run the documented first/change/inspect/reproduce/negative-control/recovery commands.	Missing required artifacts, accepted invalid controls, hidden dependency or failure to preserve/reopen evidence fails the package check.
ER-B05-05	Observe a real external participant obtaining the public asset, changing an input, explaining a negative control and reopening/reproducing/recovering evidence using the review kit.	An agent-run Mac test or owner release approval cannot substitute for the participant observation; missing observation stays pending.
ER-B05-06	Read back the authorized public v0.1.0 tag and four approved assets and compare unauthenticated downloaded hashes with the exact release record.	A draft release, mismatched asset or private/developer-checkout-only access fails public release verification.
ER-B05-07	After supported review and publication, compare signed-out roadmap/task counts, all IDs, order and dependencies against the 221-row canonical export.	A saved/submitted/corrected draft, failed review or zero public plans cannot pass publication acceptance.
ER-B05-08	Have the actual reviewer inspect the exact report/version and record interpretations, objections, qualification/scope and disposition in the review kit.	Backdated review, invented qualifications or agent output labeled human observation fails this gate.
ER-P06-01	Inspect the scenario definition for the named synthetic domain, question, spatial extent, resolution, time interval and support.	Remove the temporal support from a copy; review must reject the incomplete definition before binding inputs.
ER-P06-02	Exercise one admitted particle class with explicit mass/count units and documented included-process evidence.	Submit a class with missing conserved quantity or an unsupported process; the class validator must reject it.
ER-P06-03	Draw or enumerate every source/sink edge and reconcile its direction, quantity and provenance with the delivered topology.	Add a sink with no connected edge; topology validation must fail rather than lose its mass.
ER-P06-04	Load a scenario with declared water and pollutant state for every compartment and total the initial quantities.	Omit one compartment's initial stock; validation must fail rather than fill it with zero.
ER-P06-05	Exercise separate closed, prescribed-inflow and prescribed-stage boundary fixtures and inspect their typed semantics.	Apply incompatible boundary types to the same edge; the validator must reject the combination.
ER-P06-06	Compare every omitted pathway in the model card with the claims explicitly prohibited by that omission.	A report asserting groundwater, resuspension or reaction outcomes while omitting their models fails review.
ER-P06-07	Obtain a qualified review of the exact spatial, source and particle contract, recording role, scope, objections and actual decision.	Absent qualification, unsupported real-site inference or unresolved contradictory assumptions blocks promotion.
ER-P07-01	Select each catalog entry and resolve its provider, immutable version/checksum, retrieval date and canonical identifier.	A mutable latest-only URL without a retained version or hash fails traceability.
ER-P07-02	Cross-check use, modification and redistribution permissions for each exact selected source against its recorded terms.	Attempt to include a source marked redistribution-blocked in a package; packaging must stop.
ER-P07-03	Bind an input with explicit resolution, coordinate reference, time coverage and declared gaps to a compatible scenario.	Bind it outside coverage or with a mismatched coordinate reference; require rejection or an explicit reviewed transform.
ER-P07-04	Transform a fixture containing a missing value and a flagged observation and inspect the output flags.	The missing value may not become zero and the flagged value may not lose its quality flag.
ER-P07-05	Replay the ordered transformation chain from retained parent hashes, units and method versions.	Reorder two noncommuting transforms or change a parent hash; identity/provenance checks must detect the change.
ER-P07-06	Trace one synthetic, one measured and one derived quantity through fixture, result and export labels.	Replacing a synthetic label with measured without source evidence must fail the classification check.
ER-P07-07	Replace a dataset with a new exact version and run support, unit and rights compatibility checks before rebinding.	Keeping the old scenario identity after a changed source or bypassing a newly blocked license fails.
ER-P08-01	Run a separate zero-flow fixture and compare stock with M0 plus L times t using a hand calculation.	A division by flow, reuse of the BOX quotient at zero flow or disagreement with accumulation fails.
ER-P08-02	Execute the declared open-boundary reference and independently calculate its analytic stock and outlet totals.	A mass-conserving trajectory outside the predeclared analytic tolerance must fail accuracy validation.
ER-P08-03	Run admitted positive-stock fixtures at the declared timestep limit and retain minimum stock per compartment.	A deliberately inadmissible step producing negative stock must fail without silent clipping.
ER-P08-04	Run a two-compartment transfer fixture, reverse its test edge and compare donor/receiver signs and global totals.	Keeping the old donor after edge reversal must trigger a ledger mismatch.
ER-P08-05	Sum local balances for a two-compartment exchange and verify internal transfer cancellation globally.	Counting internal exchange as an external removal must fail global accounting.
ER-P08-06	Map every claimed flow regime and particle process to an executed reference and explicit exclusion boundary.	A model-card claim with no applicable reference or outside the tested envelope remains unsupported.
ER-P08-07	Independently reconstruct a domain ledger from retained exchange events and original boundary inputs.	Duplicate then drop an internal exchange in separate copies; both must be rejected.
ER-P09-01	Compare the prevented source against the same untreated input while separately displaying captured waste.	Credit prevented input as a custody transfer; independent accounting must reject it.
ER-P09-02	Place interception on a valid named topology edge and verify that edge's downstream flux changes.	Use a nonexistent or out-of-domain edge; placement must fail before simulation.
ER-P09-03	Exercise the admitted efficiency law at documented limits and record the supporting evidence class.	Request an efficiency or condition outside its limits; validation must reject rather than extrapolate silently.
ER-P09-04	Run a synthetic input exceeding finite declared capacity and reconcile captured, remaining and downstream mass.	Continued full capture after capacity exhaustion or vanished excess input fails.
ER-P09-05	Release a known quantity from custody as leakage and trace its named receiving compartment.	Leakage with no destination or simultaneous retention of the leaked stock fails closure.
ER-P09-06	Compare arms with deliberately unequal resource requirements and inspect the visible resource table.	A hidden arm-specific energy, capacity or compute assumption invalidates an equality claim.
ER-P09-07	Run two declared noncommuting policies in both orders and compare retained outcomes and order metadata.	Different results with missing execution order fail reproducibility.
ER-P10-01	Follow each transfer's origin, destination, timestamp and quantity through a custody chain.	Remove a destination; validation must reject or retain explicit unknown fate, never silently mark disposal.
ER-P10-02	For each interval sum storage opening stock plus inflows minus releases and compare closing stock.	A release exceeding available stock or an unexplained closing-stock change fails.
ER-P10-03	Reconcile one shipment into delivered, retained and leaked portions with all destination records.	A missing leaked portion or duplicated delivered amount must fail shipment closure.
ER-P10-04	Apply an admitted sorting partition and independently sum every output fraction and residual.	Submit fractions exceeding one or omit an unallocated residual; validation must fail.
ER-P10-05	Run a declared conversion example and reconcile the specified conserved species and conversion products.	Erasing a residual or equating unlike species without a justified boundary fails treatment accounting.
ER-P10-06	Inspect a disposal claim's exact evidence class, destination and responsible authority.	Submit a storage-only receipt as disposal completion; it must be rejected.
ER-P10-07	Trace handling activities to versioned energy assumptions, units and separate uncertainty records.	Inferring zero energy from low pollutant mass or presenting an unsupported factor as measured fails.
ER-P11-01	Reproduce a dry forcing series from its retained boundary values, units and temporal support.	An interpolated sample without a recorded transformation must fail provenance review.
ER-P11-02	Check storm onset, peak and recession against the exact retained forcing and synthetic/observed labels.	An omitted peak or relabeled synthetic hydrograph fails the forcing contract.
ER-P11-03	Run paired stochastic arms and compare the actual seed and forcing hashes before ranking.	Change one arm's seed or forcing; comparison eligibility must fail.
ER-P11-04	Inspect the comparison manifest for common budgets and explicit arm-specific resource demands.	An undisclosed exception cannot be represented as a resource-matched comparison.
ER-P11-05	Include a deliberate crash and a constraint failure among the attempted arms and recompute denominators.	Either attempt disappearing from the comparison table fails retention.
ER-P11-06	Choose a mapped value and reconstruct it from cells/edges, source quality, units and averaging support.	A value with incompatible support or lost missingness must be rejected or explicitly labeled unusable.
ER-P11-07	Execute matched dry/storm baseline, prevention and capture studies and review full ledgers and limitations.	Any failed conservation gate or unsupported interpretation blocks the integrated comparison.
ER-P12-01	Inspect separate input, parameter, numerical, structural and stochastic uncertainty records in one comparison.	Combining unlike uncertainty classes into an unlabeled interval fails interpretation.
ER-P12-02	Sample only declared settling ranges and retain their literature-backed or wholly synthetic classification.	A sampled unsupported range presented as observed must fail admissibility.
ER-P12-03	Run a fragmentation transfer between declared classes and independently total the conserved quantity.	Dropping converted mass or confusing particle count with conserved mass fails.
ER-P12-04	Perturb flow under paired valid boundary assumptions and record metric response with the changed parameter identity.	A perturbation that breaks boundary validity may not enter a valid sensitivity ranking.
ER-P12-05	Generate samples with a declared covariance and compare empirical dependence with the specified design.	Silently replacing unknown dependence with independent sampling fails the uncertainty record.
ER-P12-06	Evaluate an admitted parameter region containing a known ordering reversal and inspect its reported boundary.	Showing a single unqualified ranking across that region fails.
ER-P12-07	List structural unknown pathways alongside the supported sampled parameters and limitations.	Assigning an invented probability distribution to an unmodeled pathway fails.
ER-P13-01	Run successive timestep refinements and independently apply the frozen asymptotic error criterion.	Selecting a tolerance after seeing results or omitting a nonconforming refinement fails.
ER-P13-02	Refine the spatial grid while preserving boundary support and compare integrated stocks and fluxes.	A changed physical domain hidden as numerical refinement invalidates the comparison.
ER-P13-03	Transfer a manufactured mass field coarse-to-fine and back and compare integrated mass and interpolation error separately.	A remap that preserves point values but loses total mass fails.
ER-P13-04	Exchange known integrated flux between models with unequal intervals and reconcile shared-boundary totals.	Double-applying or omitting a partial interval must be detected.
ER-P13-05	Run a manufactured coupled case with decreasing exchange intervals and measure splitting error against its reference.	A reported order without a reference or with changed forcing fails.
ER-P13-06	Force a finer-resolution attempt to fail and inspect the complete refinement table.	Removing the failed attempt to claim monotone convergence fails.
ER-P13-07	Compare intervention ordering across admitted grids with an explicit reversal fixture.	A reversal must block an unqualified best-intervention claim.
ER-P14-01	Inspect scenario hashes and split rationale recorded before tuning starts and compare them with executed cases.	A retrospectively selected holdout or changed scenario hash fails the frozen-split claim.
ER-P14-02	Review spatial/temporal grouping with neighboring samples and an explicit leakage assessment.	Row-wise separation alone cannot establish independence for correlated neighbors.
ER-P14-03	Run the delivered identifiability diagnostic on a fixture with known confounded parameters.	Reporting unique fitted values without exposing the confounded combination fails.
ER-P14-04	Inspect fitting records for exact objective, allowed parameters, bounds, algorithm and consumed budget.	A fit outside declared bounds or missing failed-evaluation costs fails.
ER-P14-05	Execute every frozen confirmation case with unchanged model and acceptance thresholds.	Changing a threshold after viewing a failed holdout invalidates confirmation.
ER-P14-06	Use a holdout result to motivate a model revision and inspect the next version's split classification.	The consumed case must become development evidence, not remain independent confirmation.
ER-P14-07	Map each validation claim to numerical, synthetic, observed or reviewed evidence class.	A synthetic numerical match promoted to environmental validation without observations/review fails.
ER-P15-01	Inspect the exact drainage-engine adoption record for version, license, dependencies, resources and replacement route.	Absent applicable approval blocks installation/execution; a proposed dependency is not an adopted one.
ER-P15-02	After adoption, reproduce one exact supported official drainage example using its versioned tolerance and retained inputs.	Mismatch or an unofficial modified reference cannot pass official-example reproduction.
ER-P15-03	Bind a compatible unit/datum/time-support fixture through the drainage adapter.	Supply an incompatible datum or unit and require rejection before the engine runs.
ER-P15-04	Trace rainfall, runoff and hydraulic boundary meanings from the engine contract through adapter inputs.	Silently replacing one boundary family with another fails semantic compatibility.
ER-P15-05	Run an admitted surcharge/overflow fixture and reconcile excess water and pollutant destinations.	Unaccounted overflow or discarded excess water must fail closure.
ER-P15-06	Inject a supported nonconvergence/warning condition and inspect retained engine output and attempt validity.	Suppressing a warning that invalidates the result fails propagation.
ER-P15-07	Under separately approved isolation tests, verify denied filesystem/network operations from the adapter boundary.	Launching an untrusted binary as a plain subprocess without demonstrated restrictions cannot pass isolation.
ER-P16-01	Inspect exact water-network engine version, rights, supported quantities and admission decision before execution.	Unapproved version or unsupported quality semantics blocks adoption.
ER-P16-02	After admission, reproduce an official pressure/flow/quality example with its exact inputs and tolerance policy.	A missing output class or discrepancy beyond the frozen tolerance fails.
ER-P16-03	Independently reconcile selected junction exchanges and tank opening/inflow/outflow/closing water volumes.	A hidden tank-stock discrepancy must invalidate the reference result.
ER-P16-04	Trace constituent units and reaction assumptions separately from any treatment-removal model.	Constituent decay silently counted as validated treatment efficacy fails.
ER-P16-05	Inspect water-age outputs, units and the report's explicitly bounded engine interpretation.	A water-age value promoted directly to safe drinking water or health benefit fails.
ER-P16-06	Review treatment-unit inputs, outputs and its own applicability/evidence card independently of the network solver.	Network reference success alone must not validate treatment removal.
ER-P16-07	Exchange admitted quantities across network/catchment boundaries and reconcile integrated totals.	Mismatched spatial or temporal support must reject rather than convert silently.
ER-P17-01	Review the recorded restoration research question, modeled decision and explicit exclusions.	An unmeasured ecological benefit promise exceeds the selected question and fails.
ER-P17-02	Trace selected restoration inputs to coverage, permissions and missing-variable records.	A private or rights-blocked source cannot enter an externally reproducible case.
ER-P17-03	Check every response equation and coefficient against its cited evidence and supported scale.	An invented response constant or scale extrapolation without evidence blocks interpretation.
ER-P17-04	Inspect the versioned initial habitat/land-cover state and its synthetic versus measured classification.	Modeled land cover labeled as measured ecology fails provenance.
ER-P17-05	Evaluate declared response delays and horizon using the delivered temporal model.	Instantaneous benefit attribution for a delayed response fails.
ER-P17-06	Perturb admitted response parameters and identify which uncertainty or unsupported terms control the conclusion.	Hiding a controlling unsupported parameter invalidates the ecological comparison.
ER-P17-07	Collect an actual domain review of applicability, conflicting evidence and limits for the exact restoration result.	Missing qualified review or unresolved contradiction prevents ecological claim promotion.
ER-P18-01	Inspect whether the study models temperature or heat flux, its averaging support and admitted interpretation.	A quantity without units/support or an implicit health outcome fails the thermal contract.
ER-P18-02	Execute a hand-computable thermal control and reconcile stored and exchanged energy with justified residuals.	A missing energy term or residual beyond the predeclared tolerance fails.
ER-P18-03	Trace air and surface temperatures as distinct typed quantities through inputs and output labels.	Substituting surface for air temperature without a reviewed model must reject.
ER-P18-04	Run an admitted evaporative process and reconcile its water consumption and downstream boundary impact.	Cooling reported without the associated modeled water demand fails resource accounting.
ER-P18-05	Trace geometry, exposure and radiation parameters to their exact sources and uncertainty records.	A changed geometry with retained old provenance fails.
ER-P18-06	Refine temporal/spatial support in a thermal comparison and retain changed ordering.	A numerical reversal hidden behind one preferred grid fails robustness.
ER-P18-07	Review thermal/exposure reports for a separate admitted health-model boundary and actual review evidence.	A heat reduction alone cannot support a health-effect claim.
ER-P19-01	Track observed, projected and synthetic classifications from raw climate input to export.	A projected series relabeled observational fails.
ER-P19-02	Reconstruct scenario, model version, member and temporal support after each transformation.	Lost ensemble-member identity invalidates reproducibility.
ER-P19-03	Review downscaling method assumptions and supported scale against the original inputs.	Finer output pixels cannot be represented as new observed resolution.
ER-P19-04	Exercise leap-year and nonstandard-calendar fixtures and compare exact retained timestamps and interval totals.	A silent day shift, dropped interval or changed forcing integral fails conversion.
ER-P19-05	Replay bias adjustment from retained raw parent, training window and method version.	Leakage from confirmation data into the adjustment window fails the frozen-evidence boundary.
ER-P19-06	Compare interventions across admitted projection scenarios and retain disagreements.	Invented likelihood weights that erase scenario disagreement fail interpretation.
ER-P19-07	Inspect configuration, adapter entry points and exported actions for software-only research behavior.	Any hardware/geoengineering control path is outside scope and must fail admission.
ER-P20-01	Compare two inventories under the same declared functional unit, horizon and system boundary.	A mismatched functional unit cannot be combined into one ranking.
ER-P20-02	Trace each energy/emissions factor to exact source, version, units and uncertainty classification.	Missing factors may not be silently treated as zero.
ER-P20-03	Recompute manufacture and transport burdens from retained intervention quantities and inventory factors.	A detached or duplicated inventory quantity must be detected.
ER-P20-04	Inspect unsupported toxicity and waste categories in the report and retained assessment status.	NOT_EVALUATED converted to a zero-impact result fails.
ER-P20-05	Reconstruct land and water burdens independently with their spatial/temporal support and provenance.	Adding incompatible supports or hiding a resource burden fails.
ER-P20-06	Calculate non-dominated alternatives from retained multi-objective quantities and expose tradeoffs.	An invented universal environmental weight cannot establish a scientifically preferred option.
ER-P20-07	Introduce a declared excluded upstream/downstream burden that controls an apparent gain and inspect the limitation.	An incomplete boundary cannot support whole-system net benefit.
ER-P21-01	Inspect each hypothesis record for admitted source, measurable outcome and explicit failure condition.	A source-free or unfalsifiable generated proposal must be rejected before execution.
ER-P21-02	Submit an in-envelope proposal and a separate out-of-bounds/applicability proposal through the same gate.	The invalid proposal must not reach the solver or valid-run count.
ER-P21-03	Use a bounded test proposer to attempt writes to scoring rules, raw outcomes and accepted evidence.	Any successful protected write fails the permission boundary.
ER-P21-04	Attempt holdout reads through the development proposal tools using approved synthetic test resources.	Any exposed holdout content fails isolation; no real secret or user data is needed for this test.
ER-P21-05	Reject a deliberately unsupported proposal and inspect its reason, identity and provenance in the attempt record.	Deletion of the rejection or inclusion in valid result counts fails.
ER-P21-06	Review every proposal for specific harm/displacement pathways and related unknowns.	A claimed benefit that omits an admitted adverse pathway fails proposal completeness.
ER-P21-07	Submit generated text claiming verified environmental benefit without required observations/review.	The claim gate must reject the promotion while retaining the underlying hypothesis as unverified.
ER-P22-01	Freeze transparent policies, scenario/seed set, evaluator and budget; execute all policies and independently recompute baseline measurements.	Missing attempts, undisclosed adaptive policy changes or budget excess fails; superiority is not required.
ER-P22-02	Run seeded random search twice under identical bounds and compare proposal sequence, failures and retained outcomes.	A changed sequence without changed seed/version or omitted failures breaks deterministic replay.
ER-P22-03	Exercise a bounded agent search with separately approved inference and simulation limits and retain both cost ledgers.	Continuing after either approved limit or hiding inference cost fails budget enforcement.
ER-P22-04	Compare methods under the same declared compute and ecological constraints with explicit justified exceptions.	An undisclosed larger budget or looser constraint invalidates a matched comparison.
ER-P22-05	Force invalid and crashed proposals and inspect consumed budget and outcome denominators.	Treating failed proposals as free or deleting them fails accounting.
ER-P22-06	Submit a candidate whose apparent improvement moves pollution outside the protected accounting boundary.	The candidate must fail the displacement constraint rather than win on the truncated score.
ER-P22-07	Run matched repetitions under admitted seeds and report variability and uncertainty in differences.	A superiority claim based on one unreplicated favorable run fails.
ER-P23-01	Inspect committed shortlisted identities and selection criteria dated before holdout access.	Adding a winner after seeing holdout results invalidates the frozen shortlist.
ER-P23-02	Execute every reserved condition for each frozen strategy with unchanged evaluator and limits.	Omitting a failed condition or retuning against it fails confirmation.
ER-P23-03	Reconcile downstream and custody burdens alongside direct metrics and flag controlling omitted pathways.	An excluded controlling pollution destination defeats an unqualified tradeoff claim.
ER-P23-04	Read null, harmful and favorable outcomes together with attempted-case counts.	Selective omission of a negative or indistinguishable result fails reporting.
ER-P23-05	Audit the full tested-candidate table, selection rule and uncertainty treatment for multiplicity effects.	Reporting only the selected winner without the search context fails the claim audit.
ER-P23-06	Independently recompute ordering from retained records and compare quantities, rounding and validity filters.	A disagreement cannot be resolved by silently adopting the first calculation; retain and investigate it.
ER-P23-07	Map each confirmed claim to its supported domain and passed holdout conditions.	A failed condition must narrow scope; extrapolating beyond the evidence fails.
